"date","publisher","Trump","Sanders","Biden","Warren","Buttigieg","Bloomberg","Klobuchar","Yang","Steyer","Gabbard"
"2020-03-20","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-20","NBC",1,1,0,0,0,0,0,1,0,0
"2020-03-20","NBC",1,1,1,1,0,0,0,1,0,1
"2020-03-19","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-18","NBC",1,1,1,0,0,0,0,0,0,0
"2020-03-20","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-21","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-21","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-21","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-21","NBC",1,1,1,1,0,0,0,0,0,0
"2020-03-21","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-20","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-20","NBC",1,0,1,1,0,1,0,0,0,0
"2020-03-20","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-21","NBC",1,1,1,1,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-20","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-18","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,1,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,1,0,1,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,1,0,1,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,1,0,1,0,0,0,0,0,0
"2020-03-23","NBC",0,1,1,1,0,0,1,0,0,0
"2020-03-23","NBC",1,1,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,0,1,0,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,1,0,0,0,0,0,0,0,0
"2020-03-23","NBC",0,1,1,1,0,0,1,0,0,0
"2020-03-21","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-20","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,1,0,0,0,0,0,0,0,0
"2020-03-23","NBC",0,1,1,1,0,0,1,0,0,0
"2020-03-23","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,1,1,1,0,1,0,0,0,0
"2020-03-23","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,1,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",0,0,1,0,0,0,1,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",0,0,1,0,0,0,1,0,0,0
"2020-03-23","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,1,0,0,0,0,0,0,0,0
"2020-03-22","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-20","NBC",1,0,1,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,1,1,1,0,0,1,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,1,1,0,0,1,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,1,1,1,0,0,1,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,1,1,0,0,1,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-20","NBC",1,0,1,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NBC",0,1,1,1,0,0,1,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,1,1,0,0,0,0,0,0,0
"2020-03-25","NBC",0,1,0,1,0,0,0,0,0,0
"2020-03-24","NBC",1,1,1,1,0,0,1,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",0,1,0,1,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",0,1,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,1,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-26","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-26","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-26","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-26","NBC",0,1,0,0,0,0,0,0,0,0
"2020-03-25","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-26","NBC",1,0,0,0,0,0,0,0,0,0
"2020-03-07","NewYorkTimes",1,0,1,0,0,0,0,0,0,0
"2020-03-07","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-06","NewYorkTimes",0,1,1,1,0,0,0,0,0,0
"2020-03-06","NewYorkTimes",1,1,1,0,1,1,1,0,0,0
"2020-03-08","NewYorkTimes",0,1,1,0,0,1,0,0,0,0
"2020-03-08","NewYorkTimes",1,1,1,0,1,1,0,0,0,0
"2020-03-07","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-08","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-07","NewYorkTimes",1,0,0,0,0,1,0,0,0,0
"2020-03-07","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-07","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-07","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-07","NewYorkTimes",0,1,0,1,1,0,1,0,0,0
"2020-03-08","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-08","NewYorkTimes",1,1,1,0,1,1,0,0,0,0
"2020-03-07","NewYorkTimes",1,1,1,0,0,0,0,1,0,0
"2020-03-07","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-07","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-09","NewYorkTimes",1,0,1,0,0,0,0,0,0,0
"2020-03-08","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-08","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-08","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-08","NewYorkTimes",0,1,1,0,0,0,0,0,0,0
"2020-03-08","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-08","NewYorkTimes",1,1,1,1,1,1,1,0,0,0
"2020-03-08","NewYorkTimes",0,1,1,0,0,1,0,0,0,0
"2020-03-09","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-09","NewYorkTimes",1,1,1,0,0,0,0,1,0,0
"2020-03-09","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-09","NewYorkTimes",1,1,1,1,0,0,1,0,0,0
"2020-03-10","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-09","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-09","NewYorkTimes",1,1,1,1,1,0,1,0,0,0
"2020-03-09","NewYorkTimes",0,1,1,1,1,1,1,0,0,1
"2020-03-09","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-09","NewYorkTimes",0,1,1,0,0,0,0,0,0,0
"2020-03-09","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-09","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-09","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-12","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-12","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,0,1,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-12","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-12","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-12","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,1,1,1,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,1,1,1,0,0,0,0,0,1
"2020-03-14","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",0,1,1,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-13","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,1,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,1,1,1,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",0,1,1,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,1,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",1,1,1,1,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-14","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",0,1,1,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-01","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",0,1,1,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-15","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-16","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-16","NewYorkTimes",1,1,1,1,0,0,0,0,0,0
"2020-03-16","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-16","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,1,1,1,0,0,1,1,0,1
"2020-03-17","NewYorkTimes",0,1,1,0,0,0,0,0,0,0
"2020-03-16","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-16","NewYorkTimes",1,1,1,1,0,0,1,0,0,0
"2020-03-16","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-16","NewYorkTimes",1,0,1,0,0,0,0,0,0,0
"2020-03-16","NewYorkTimes",1,0,1,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",0,1,1,0,0,0,0,0,0,0
"2020-03-16","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-17","NewYorkTimes",0,1,1,0,0,0,0,0,0,0
"2020-03-18","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-18","NewYorkTimes",1,0,1,0,0,0,0,0,0,0
"2020-03-18","NewYorkTimes",1,1,1,1,0,0,0,0,0,0
"2020-03-18","NewYorkTimes",1,1,1,0,0,1,0,0,0,0
"2020-03-19","NewYorkTimes",1,0,1,0,0,0,0,0,0,0
"2020-03-19","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-19","NewYorkTimes",1,1,1,1,0,0,1,0,0,0
"2020-03-19","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-19","NewYorkTimes",1,0,1,0,0,0,0,0,0,0
"2020-03-19","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-19","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-20","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-20","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-20","NewYorkTimes",1,1,0,0,0,0,0,0,0,0
"2020-03-20","NewYorkTimes",1,0,1,0,0,1,0,0,0,0
"2020-03-20","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-20","NewYorkTimes",1,1,0,0,0,0,0,0,0,0
"2020-03-21","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-21","NewYorkTimes",1,0,0,0,0,0,0,1,0,0
"2020-03-21","NewYorkTimes",1,1,1,1,1,0,1,0,0,0
"2020-03-21","NewYorkTimes",1,0,0,0,0,0,0,1,0,0
"2020-03-23","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-02","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-22","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-22","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-23","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-02","NewYorkTimes",1,0,0,0,0,0,1,0,0,0
"2020-03-02","NewYorkTimes",1,0,0,0,0,0,1,0,0,0
"2020-03-23","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-02","NewYorkTimes",1,0,0,0,0,0,1,0,0,0
"2020-03-02","NewYorkTimes",1,0,0,0,0,0,1,0,0,0
"2020-03-23","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-23","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-23","NewYorkTimes",1,1,1,1,0,0,0,0,0,0
"2020-03-23","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NewYorkTimes",1,0,1,0,0,0,0,0,0,0
"2020-03-24","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-24","NewYorkTimes",1,0,1,0,0,0,0,0,0,0
"2020-03-24","NewYorkTimes",1,0,1,0,0,0,0,0,0,0
"2020-03-24","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-25","NewYorkTimes",1,1,0,0,0,0,0,0,0,0
"2020-03-25","NewYorkTimes",1,0,0,0,0,0,0,0,0,0
"2020-03-25","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-25","NewYorkTimes",1,1,1,0,0,0,0,0,0,0
"2020-03-14","Politico",1,0,1,0,0,0,0,0,0,0
"2020-03-14","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-14","Politico",1,1,1,0,0,0,0,0,0,0
"2020-03-14","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-14","Politico",1,1,1,1,0,1,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,1,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",0,1,1,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,1,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-14","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-14","Politico",1,1,1,0,0,0,0,0,0,0
"2020-03-14","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-14","Politico",1,1,1,1,0,1,0,0,0,0
"2020-03-14","Politico",0,1,1,1,0,0,0,0,0,0
"2020-03-14","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-14","Politico",1,0,1,0,0,0,0,0,0,0
"2020-03-14","Politico",1,0,0,1,0,0,0,0,0,0
"2020-03-14","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-14","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-14","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-14","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-13","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-14","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-13","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-13","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-13","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-13","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-13","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-13","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-13","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-13","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-15","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-15","Politico",1,1,1,1,0,1,1,0,0,0
"2020-03-15","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-15","Politico",0,1,1,0,0,0,0,0,0,0
"2020-03-14","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-14","Politico",1,1,1,0,0,0,0,0,0,0
"2020-03-15","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-15","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-15","Politico",1,1,1,0,0,0,0,0,0,1
"2020-03-15","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-15","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-15","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-15","Politico",1,1,1,1,0,1,1,0,0,0
"2020-03-15","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-15","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-15","Politico",0,1,1,0,0,0,0,0,0,0
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-17","Politico",1,1,1,0,1,1,1,0,0,0
"2020-03-17","Politico",1,1,1,1,0,0,0,0,0,0
"2020-03-17","Politico",0,1,0,0,0,0,0,0,0,0
"2020-03-17","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-17","Politico",1,1,1,0,0,0,0,0,0,0
"2020-03-16","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-16","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-16","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-16","Politico",0,1,1,1,1,0,1,0,0,0
"2020-03-16","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-16","Politico",1,1,1,0,0,0,0,0,0,0
"2020-03-16","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-16","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-16","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-16","Politico",1,1,1,0,0,0,0,0,0,0
"2020-03-16","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-16","Politico",1,1,1,1,0,0,0,0,0,0
"2020-03-16","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-16","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-16","Politico",0,0,0,0,0,0,0,1,0,0
"2020-03-16","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-16","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-16","Politico",1,1,1,1,1,1,1,1,1,1
"2020-03-17","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-17","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-17","Politico",1,0,0,0,0,0,0,0,0,0
"2020-03-17","Politico",1,1,1,0,0,0,0,0,0,0
"2020-03-17","Politico",1,1,1,1,1,1,1,1,1,1
